"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Chow M.; Wang Y.; Wang W.; Hailu A.; Bopardikar R.; Zhang B.; Qu J.; Meisner D.; Sonawane S.; Zhang Y.; Paim R.; Ward M.; Huang I.; McNally M.; Hodges D.; Farkas Z.; Gocmen C.; Huang E.; Tang C.","Chow, Mike (59797552900); Wang, Yang (59855470600); Wang, William (59260838600); Hailu, Ayichew (59261743000); Bopardikar, Rohan (57735899400); Zhang, Bin (59260838700); Qu, Jialiang (59261196400); Meisner, David (26867913000); Sonawane, Santosh (59261743100); Zhang, Yunqi (59824481100); Paim, Rodrigo (59261555600); Ward, Mack (59261555700); Huang, Ivor (59261013000); McNally, Matt (59261013100); Hodges, Daniel (59260654100); Farkas, Zoltan (59261376200); Gocmen, Caner (57203384116); Huang, Elvis (59261013200); Tang, Chunqiang (59844235800)","59797552900; 59855470600; 59260838600; 59261743000; 57735899400; 59260838700; 59261196400; 26867913000; 59261743100; 59824481100; 59261555600; 59261555700; 59261013000; 59261013100; 59260654100; 59261376200; 57203384116; 59261013200; 59844235800","ServiceLab: Preventing Tiny Performance Regressions at Hyperscale through Pre-Production Testing","2024","Proceedings of the 18th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2024","","","","545","562","17","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201302635&partnerID=40&md5=76af85c494819293cfc8fa4d1136f05c","This paper presents ServiceLab, a large-scale performance testing platform developed at Meta. Currently, the diverse set of applications and ML models it tests consumes millions of machines in production, and each year it detects performance regressions that could otherwise lead to the wastage of millions of machines. A major challenge for ServiceLab is to detect small performance regressions, sometimes as tiny as 0.01%. These minor regressions matter due to our large fleet size and their potential to accumulate over time. For instance, the median regression detected by ServiceLab for our large serverless platform, running on more than half a million machines, is only 0.14%. Another challenge is running performance tests in our private cloud, which, like the public cloud, is a noisy environment that exhibits inherent performance variances even for machines of the same instance type. To address these challenges, we conduct a large-scale study with millions of performance experiments to identify machine factors, such as the kernel, CPU, and datacenter location, that introduce variance to test results. Moreover, we present statistical analysis methods to robustly identify small regressions. Finally, we share our seven years of operational experience in dealing with a diverse set of applications. © OSDI 2024.All rights reserved.","","Logistic regression; Fleet sizes; Large-scales; Performance; Performance testing; Performance tests; Pre-production; Private clouds; Production testing; Public clouds; Testing platforms; Fleet operations","USENIX Association","Amazon; Databricks; et al.; Futurewei Technologies; Roblox; USENIX Association","18th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2024","10 July 2024 through 12 July 2024","Santa Clara","201531","Conference paper","Final","","Scopus","2-s2.0-85201302635"
"Ding H.; Wang Z.; Shen Z.; Chen R.; Chen H.","Ding, Haoran (59061535700); Wang, Zhaoguo (37040023500); Shen, Zhuohao (57223916274); Chen, Rong (56428216800); Chen, Haibo (55743141500)","59061535700; 37040023500; 57223916274; 56428216800; 55743141500","Automated Verification of Idempotence for Stateful Serverless Applications","2023","Proceedings of the 17th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2023","","","","887","910","23","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177736972&partnerID=40&md5=2646e105694a1fd2eb01ed02bcb8cb3c","Serverless computing has become a popular cloud computing paradigm. By default, when a serverless function fails, the serverless platform re-executes the function to tolerate the failure. However, such a retry-based approach requires functions to be idempotent, which means that functions should expose the same behavior regardless of retries. This requirement is challenging for developers, especially when functions are stateful. Failures may cause functions to repeatedly read and update shared states, potentially corrupting data consistency. This paper presents Flux, the first toolkit that automatically verifies the idempotence of serverless applications. It proposes a new correctness definition, idempotence consistency, which stipulates that a serverless function’s retry is transparent to users. To verify idempotence consistency, Flux defines a novel property, idempotence simulation, which decomposes the proof for a concurrent serverless application into the reasoning of individual functions. Furthermore, Flux extends existing verification techniques to realize automated reasoning, enabling Flux to identify idempotence-violating operations and fix them with existing log-based methods. We demonstrate the efficacy of Flux with 27 representative serverless applications. Flux has successfully identified previously unknown issues in 12 applications. Developers have confirmed 8 issues. Compared to state-of-the-art systems (namely Beldi and Boki) that log every operation, Flux achieves up to 6× lower latency and 10× higher peak throughput, as it logs only the identified idempotence-violating ones. © OSDI 2023.All rights reserved.","","Automated reasoning; Automated verification; Cloud-computing; Computing paradigm; Data consistency; Idempotence; Idempotent; Property; Shared state; Verification techniques","USENIX Association","Akamai; Amazon; et al.; Futurewei Technologies; NSF; USENIX Association","17th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2023","10 July 2023 through 12 July 2023","Boston","195094","Conference paper","Final","","Scopus","2-s2.0-85177736972"
"Donkervliet J.; Trivedi A.; Iosup A.","Donkervliet, Jesse (56377366500); Trivedi, Animesh (55014115500); Iosup, Alexandru (23392350500)","56377366500; 55014115500; 23392350500","Towards supporting millions of users in modifiable virtual environments by redesigning minecraft-like games as serverless systems","2020","HotCloud 2020 - 12th USENIX Workshop on Hot Topics in Cloud Computing, co-located with USENIX ATC 2020","","","","","","","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091894748&partnerID=40&md5=71bacf254c1b39f33d3e743212e2ba7a","How can Minecraft-like games become scalable cloud services? Hundreds of Minecraft-like games, that is, games acting as modifiable virtual environments (MVEs), are currently played by over 100 million players, but surprisingly they do not scale and are frequently not published as cloud services. We envision a new architecture for large-scale MVEs, supporting much larger numbers of concurrent users by scaling up and out using serverless technology. In our vision, developers focus on the game (business) logic, while cloud providers manage resource management and scheduling (RMS) and guarantee non-functional properties. We provide a definition for MVEs, model their services and deployments, present a vision for large-scale MVEs architected as serverless systems, and suggest concrete steps towards realizing this vision. © HotCloud 2020 - 12th USENIX Workshop on Hot Topics in Cloud Computing, co-located with USENIX ATC 2020. All rights reserved.","","Cloud computing; Scheduling; Web services; Cloud providers; Cloud services; Concurrent users; Non functional properties; Resource management and scheduling; Scaling-up; Serverless systems; Computation theory","USENIX Association","Google; NetApp; VMware","12th USENIX Workshop on Hot Topics in Cloud Computing, HotCloud 2020, co-located with USENIX ATC 2020","13 July 2020 through 14 July 2020","Virtual, Online","162465","Conference paper","Final","","Scopus","2-s2.0-85091894748"
"Wei X.; Lu F.; Wang T.; Gu J.; Yang Y.; Chen R.; Chen H.","Wei, Xingda (57112888500); Lu, Fangming (57440649500); Wang, Tianxia (57884297300); Gu, Jinyu (57196063512); Yang, Yuhan (57884036700); Chen, Rong (56428216800); Chen, Haibo (55743141500)","57112888500; 57440649500; 57884297300; 57196063512; 57884036700; 56428216800; 55743141500","No Provisioned Concurrency: Fast RDMA-codesigned Remote Fork for Serverless Computing","2023","Proceedings of the 17th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2023","","","","497","517","20","31","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174262447&partnerID=40&md5=0d5ace9812c1eea07e8254620cba3b14","Serverless platforms essentially face a tradeoff between container startup time and provisioned concurrency (i.e., cached instances), which is further exaggerated by the frequent need for remote container initialization. This paper presents MITOSIS, an operating system primitive that provides fast remote fork, which exploits a deep codesign of the OS kernel with RDMA. By leveraging the fast remote read capability of RDMA and partial state transfer across serverless containers, MITOSIS bridges the performance gap between local and remote container initialization. MITOSIS is the first to fork over 10,000 new containers from one instance across multiple machines within a second, while allowing the new containers to efficiently transfer the pre-materialized states of the forked one. We have implemented MITOSIS on Linux and integrated it with FN, a popular serverless platform. Under load spikes in real-world serverless workloads, MITOSIS reduces the function tail latency by 89% with orders of magnitude lower memory usage. For serverless workflow that requires state transfer, MITOSIS improves its execution time by 86%. © OSDI 2023.All rights reserved.","","Computer operating systems; Co-designs; Low memory; Multiple machine; Orders of magnitude; Partial state; Performance gaps; Real-world; Startup time; State transfer; Under loads; Containers","USENIX Association","Akamai; Amazon; et al.; Futurewei Technologies; NSF; USENIX Association","17th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2023","10 July 2023 through 12 July 2023","Boston","195094","Conference paper","Final","","Scopus","2-s2.0-85174262447"
"Feng E.; Lu X.; Du D.; Yang B.; Jiang X.; Xia Y.; Zang B.; Chen H.","Feng, Erhu (57238836600); Lu, Xu (55602806000); Du, Dong (57200438686); Yang, Bicheng (57238311600); Jiang, Xueqiang (57238665400); Xia, Yubin (7403027696); Zang, Binyu (6701320221); Chen, Haibo (55743141500)","57238836600; 55602806000; 57200438686; 57238311600; 57238665400; 7403027696; 6701320221; 55743141500","Scalable memory protection in the PENGLAI enclave","2021","Proceedings of the 15th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2021","","","","275","294","19","75","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113907038&partnerID=40&md5=e5949c963118b954ad1312ede14ccfb8","Secure hardware enclaves have been widely used for protecting security-critical applications in the cloud. However, existing enclave designs fail to meet the requirements of scalability demanded by new scenarios like serverless computing, mainly due to the limitations in their secure memory protection mechanisms, including static allocation, restricted capacity and high-cost initialization. In this paper, we propose a software-hardware co-design to support dynamic, fine-grained, large-scale secure memory as well as fast-initialization. We first introduce two new hardware primitives: 1) Guarded Page Table (GPT), which protects page table pages to support page-level secure memory isolation; 2) Mountable Merkle Tree (MMT), which supports scalable integrity protection for secure memory. Upon these two primitives, our system can scale to thousands of concurrent enclaves with high resource utilization and eliminate the high-cost initialization of secure memory using fork-style enclave creation without weakening the security guarantees. We have implemented a prototype of our design based on PENGLAI [24], an open-sourced enclave system for RISC-V. The experimental results show that PENGLAI can support 1,000s enclave instances running concurrently and scale up to 512GB secure memory with both encryption and integrity protection. The overhead of GPT is 5% for memory-intensive workloads (e.g., Redis) and negligible for CPU-intensive workloads (e.g., RV8 and Coremarks). PENGLAI also reduces the latency of secure memory initialization by three orders of magnitude and gains 3.6x speedup for real-world applications (e.g., MapReduce). © 2021 by The USENIX Association. All rights reserved.","","Computer hardware; Cryptography; Systems analysis; CPU-intensive; Integrity protection; Resource utilizations; Restricted capacities; Scalable memory; Secure memory; Security critical applications; Three orders of magnitude; Hardware-software codesign","USENIX Association","Amazon; ByteDance; et al.; Facebook; Futurewei Technologies; USENIX","15th USENIX Symposium on Operating Systems Design and Implementation, OSDI 2021","14 July 2021 through 16 July 2021","Virtual, Online","170585","Conference paper","Final","","Scopus","2-s2.0-85113907038"
"Shillaker S.; Pietzuch P.","Shillaker, Simon (57219251124); Pietzuch, Peter (22734675800)","57219251124; 22734675800","FAASM: Lightweight isolation for efficient stateful serverless computing","2020","Proceedings of the 2020 USENIX Annual Technical Conference, ATC 2020","","","","419","433","14","209","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091895916&partnerID=40&md5=a3c197671df0d207c7b55fc4d21f4950","Serverless computing is an excellent fit for big data processing because it can scale quickly and cheaply to thousands of parallel functions. Existing serverless platforms isolate functions in ephemeral, stateless containers, preventing them from directly sharing memory. This forces users to duplicate and serialise data repeatedly, adding unnecessary performance and resource costs. We believe that a new lightweight isolation approach is needed, which supports sharing memory directly between functions and reduces resource overheads. We introduce Faaslets, a new isolation abstraction for high-performance serverless computing. Faaslets isolate the memory of executed functions using software-fault isolation (SFI), as provided by WebAssembly, while allowing memory regions to be shared between functions in the same address space. Faaslets can thus avoid expensive data movement when functions are co-located on the same machine. Our runtime for Faaslets, FAASM, isolates other resources, e.g. CPU and network, using standard Linux cgroups, and provides a low-level POSIX host interface for networking, file system access and dynamic loading. To reduce initialisation times, FAASM restores Faaslets from already-initialised snapshots. We compare FAASM to a standard container-based platform and show that, when training a machine learning model, it achieves a 2× speed-up with 10× less memory; for serving machine learning inference, FAASM doubles the throughput and reduces tail latency by 90%. Copyright © Proc. of the 2020 USENIX Annual Technical Conference, ATC 2020. All rights reserved.","","Computer operating systems; Containers; Dynamic loads; Machine learning; Turing machines; Data movements; Dynamic loadings; Machine learning models; Memory region; Parallel functions; Resource costs; Sharing memory; Software fault isolations; Data handling","USENIX Association","et al.; Facebook; Microsoft; Oracle; USENIX Association; VMware","2020 USENIX Annual Technical Conference, ATC 2020","15 July 2020 through 17 July 2020","Virtual, Online","162460","Conference paper","Final","","Scopus","2-s2.0-85091895916"
"Bhardwaj A.; Gupta M.; Stutsman R.","Bhardwaj, Ankit (57219255754); Gupta, Meghana (57219258039); Stutsman, Ryan (14055061000)","57219255754; 57219258039; 14055061000","On the impact of isolation costs on locality-aware cloud scheduling","2020","HotCloud 2020 - 12th USENIX Workshop on Hot Topics in Cloud Computing, co-located with USENIX ATC 2020","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091948986&partnerID=40&md5=50d561a5dc3f80a7464da31455bd6748","Serverless applications create an opportunity for more granular scheduling across machines in cloud platforms that can improve efficiency, especially if functions can be run within storage services to eliminate data movement. However, embedding code within storage services creates code isolation overheads that offset some of those savings. We argue for a new approach to serverless function scheduling that can look within serverless applications' functions, profile their data movement and networking costs, and model the impact of different code placement and isolation schemes for those costs. Beyond improvements in efficiency, such an approach would fuel innovation in cloud isolation schemes and programming abstractions, since a scheduler with a modular cost modeling approach could incorporate new schemes and automatically use them to improve efficiency for pre-existing applications. © HotCloud 2020 - 12th USENIX Workshop on Hot Topics in Cloud Computing, co-located with USENIX ATC 2020. All rights reserved.","","Codes (symbols); Computer programming; Digital storage; Efficiency; Scheduling; Cloud platforms; Cloud scheduling; Code placement; Data movements; Locality aware; New approaches; Programming abstractions; Storage services; Storage as a service (STaaS)","USENIX Association","Google; NetApp; VMware","12th USENIX Workshop on Hot Topics in Cloud Computing, HotCloud 2020, co-located with USENIX ATC 2020","13 July 2020 through 14 July 2020","Virtual, Online","162465","Conference paper","Final","","Scopus","2-s2.0-85091948986"
"Brooker M.; Danilov M.; Greenwood C.; Piwonka P.","Brooker, Marc (57225348685); Danilov, Mike (57222379014); Greenwood, Chris (58312782200); Piwonka, Phil (57219239442)","57225348685; 57222379014; 58312782200; 57219239442","On-demand Container Loading in AWS Lambda","2023","Proceedings of the 2023 USENIX Annual Technical Conference, ATC 2023","","","","315","328","13","31","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171256802&partnerID=40&md5=5256c72881c91d2d6b9b343fd517ebae","AWS Lambda is a serverless event-driven compute service, part of a category of cloud compute offerings sometimes called Function-as-a-service (FaaS). When we first released AWS Lambda, functions were limited to 250MB of code and dependencies, packaged as a simple compressed archive. In 2020, we released support for deploying container images as large as 10GiB as Lambda functions, allowing customers to bring much larger code bases and sets of dependencies to Lambda. Supporting larger packages, while still meeting Lambda’s goals of rapid scale (adding up to 15,000 new containers per second for a single customer, and much more in aggregate), high request rate (millions of requests per second), high scale (millions of unique workloads), and low start-up times (as low as 50ms) presented a significant challenge. We describe the storage and caching system we built, optimized for delivering container images on-demand, and our experiences designing, building, and operating it at scale. We focus on challenges around security, efficiency, latency, and cost, and how we addressed these challenges in a system that combines caching, deduplication, convergent encryption, erasure coding, and block-level demand loading. Since building this system, it has reliably processed hundreds of trillions of Lambda invocations for over a million AWS customers, and has shown excellent resilience to load and infrastructure failures. © 2023 by The USENIX Association All Rights Reserved.","","Codes (symbols); Cryptography; Sales; Caching system; Container loading; Event-driven; Lambda's; Large code basis; On demands; Service parts; Simple++; Startup time; Storage systems; Containers","USENIX Association","Akamai; et al.; Futurewei Technologies; NSF; USENIX Association; VMWare University Research Fund","2023 USENIX Annual Technical Conference, ATC 2023","10 July 2023 through 12 July 2023","Boston","195092","Conference paper","Final","","Scopus","2-s2.0-85171256802"
"Lin X.C.; Gonzalez J.E.; Hellerstein J.M.","Lin, Xiayue Charles (57219029776); Gonzalez, Joseph E. (57200981709); Hellerstein, Joseph M. (35561994000)","57219029776; 57200981709; 35561994000","Serverless boom or bust? An analysis of economic incentives","2020","HotCloud 2020 - 12th USENIX Workshop on Hot Topics in Cloud Computing, co-located with USENIX ATC 2020","","","","","","","17","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091923349&partnerID=40&md5=09031d54b0cc8fe2da02dc9ff60fc849","Serverless computing is a new paradigm that promises to free cloud users from the burden of having to provision and manage resources. However, the degree to which serverless computing will replace provisioned servers remains an open question. To address this, we develop an economic model that aims to quantify the value of serverless to providers and customers. A simple model of incentives for rational providers and customers allows us to see, in broad strokes, when and why serverless technologies are worth pursuing. By characterizing the conditions under which mutually beneficial economic incentives exist, our model suggests that many classes of customers can already benefit from switching to a serverless model and taking advantage of autoscaling at today's price points. Our model also helps characterize technical research directions that would be likely to have impact in the market. © HotCloud 2020 - 12th USENIX Workshop on Hot Topics in Cloud Computing, co-located with USENIX ATC 2020. All rights reserved.","","Cloud computing; Autoscaling; Economic incentive; Economic modeling; Simple modeling; Technical research; Sales","USENIX Association","Google; NetApp; VMware","12th USENIX Workshop on Hot Topics in Cloud Computing, HotCloud 2020, co-located with USENIX ATC 2020","13 July 2020 through 14 July 2020","Virtual, Online","162465","Conference paper","Final","","Scopus","2-s2.0-85091923349"
"Mahgoub A.; Shankar K.; Mitra S.; Klimovic A.; Chaterji S.; Bagchi S.","Mahgoub, Ashraf (56878717700); Shankar, Karthick (57215202832); Mitra, Subrata (57197251717); Klimovic, Ana (56039431800); Chaterji, Somali (18133715900); Bagchi, Saurabh (14821898700)","56878717700; 57215202832; 57197251717; 56039431800; 18133715900; 14821898700","Erratum: SONIC: Application-aware data passing for chained serverless applications (2021 USENIX Annual Technical Conference)","2021","2021 USENIX Annual Technical Conference","","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111745708&partnerID=40&md5=40c48ce075f3f51c6701b4bf36c3eafb","In the paper ""SONIC: Application-aware Data Passing for Chained Serverless Applications"" by Ashraf Mahgoub, Purdue University; Karthick Shankar, Carnegie Mellon University; Subrata Mitra, Adobe Research; Ana Klimovic, ETH Zurich; Somali Chaterji and Saurabh Bagchi, Purdue University (Friday session, ""But You Played with Me Yesterday: Serverless Computing and Consistency,"" pp. 973-988 of the Proceedings), the authors have provided the following correction. 'Figure Presented'. Original text (page 980, section 5.4): For LightGBM and MapReduce Sort applications, we do not see a significant improvement in Perf/$ for AWS-? baselines with the latency-optimized configuration, since the memory footprint of these applications is close to the 3GB limit to begin with leaving very little room for overprovisioning. For AWS-?, using ElastiCache-Redis as the remote storage achieves 18% lower latency than using S3. However, ElastiCache-Redis increases the cost significantly, causing a reduction of Perf/$. Corrected text (page 980, section 5.4): For the MapReduce Sort application, we do not see a significant improvement in Perf/$ for AWS-? baselines with the latency-optimized configuration when using S3 as the remote storage. This is because the memory footprint of this application is close to the 3GB limit to begin with, leaving very little room for over-provisioning. However, for the LightGBM application, AWS-? + ElastiCache-Redis outperforms AWS-?+ S3 due to its lower latency. SONIC still achieves 3.5X and 2.8X in terms of the Perf/$ metric over AWS-?+ ElastiCache-Redis in memory-sized and latency-optimized configurations respectively, as Elasti-Cache-Redis increases the cost significantly. (Figure Presented). © 2021 USENIX Annual Technical Conference. All rights reserved.","","","USENIX Association","Facebook; Google; IBM; USENIX; VMware","2021 USENIX Annual Technical Conference, ATC 2021","14 July 2021 through 16 July 2021","Virtual, Online","170531","Erratum","Final","","Scopus","2-s2.0-85111745708"
"Agache A.; Brooker M.; Florescu A.; Iordache A.; Liguori A.; Neugebauer R.; Piwonka P.; Popa D.-M.","Agache, Alexandru (57194114875); Brooker, Marc (57225348685); Florescu, Andreea (57219243773); Iordache, Alexandra (57219247008); Liguori, Anthony (57212512525); Neugebauer, Rolf (59777312200); Piwonka, Phil (57219239442); Popa, Diana-Maria (57219239061)","57194114875; 57225348685; 57219243773; 57219247008; 57212512525; 59777312200; 57219239442; 57219239061","Firecracker: Lightweight virtualization for serverless applications","2020","Proceedings of the 17th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2020","","","","419","434","15","375","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086179991&partnerID=40&md5=0e81e717796ced6cef474bdf70ac5848","Serverless containers and functions are widely used for deploying and managing software in the cloud. Their popularity is due to reduced cost of operations, improved utilization of hardware, and faster scaling than traditional deployment methods. The economics and scale of serverless applications demand that workloads from multiple customers run on the same hardware with minimal overhead, while preserving strong security and performance isolation. The traditional view is that there is a choice between virtualization with strong security and high overhead, and container technologies with weaker security and minimal overhead. This tradeoff is unacceptable to public infrastructure providers, who need both strong security and minimal overhead. To meet this need, we developed Firecracker, a new open source Virtual Machine Monitor (VMM) specialized for serverless workloads, but generally useful for containers, functions and other compute workloads within a reasonable set of constraints. We have deployed Firecracker in two publically-available serverless compute services at Amazon Web Services (Lambda and Fargate), where it supports millions of production workloads, and trillions of requests per month. We describe how specializing for serverless informed the design of Firecracker, and what we learned from seamlessly migrating Lambda customers to Firecracker. © Proc. of the 17th USENIX Symposium on Networked Systems Design and Impl., NSDI 2020. All rights reserved.","","Containers; Open source software; Systems analysis; Virtualization; Web services; Amazon web services; Deployment methods; Open sources; Production workloads; Public infrastructures; Reduced cost; Strong securities; Virtual machine monitors; Computer hardware","USENIX Association","Amazon; et al.; Facebook; Google; NSF; USENIX Association","17th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2020","25 February 2020 through 27 February 2020","Santa Clara","162496","Conference paper","Final","","Scopus","2-s2.0-85086179991"
"Liu D.H.; Levy A.; Noghabi S.; Burckhardt S.","Liu, David H. (58250326300); Levy, Amit (56253133900); Noghabi, Shadi (57189499571); Burckhardt, Sebastian (8671920100)","58250326300; 56253133900; 57189499571; 8671920100","Doing More with Less: Orchestrating Serverless Applications without an Orchestrator","2023","Proceedings of the 20th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2023","","","","1505","1519","14","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159335366&partnerID=40&md5=18751a23cec95043a041dc9679c373e5","Standalone orchestrators simplify the development of serverless applications by providing higher-level programming interfaces, coordinating function interactions and ensuring exactly-once execution. However, they limit application flexibility and are expensive to use. We show that these specialized orchestration services are unnecessary. Instead, application-level orchestration, deployed as a library, can support the same programming interfaces, complex interactions and execution guarantees, utilizing only basic serverless components that are already universally supported and billed at a fine-grained per-use basis. Furthermore, application-level orchestration affords applications more flexibility and reduces costs for both providers and users. To demonstrate this, we present Unum, an application-level serverless orchestration system. Unum introduces an intermediate representation that partitions higher-level application definitions at compile-time and provides orchestration as a runtime library that executes in-situ with user-defined FaaS functions. On unmodified serverless infrastructures, Unum functions coordinate and ensure correctness in a decentralized manner by leveraging strongly consistent data stores. Compared with AWS Step Functions, a state-of-the-art standalone orchestrator, our evaluation shows that Unum performs well, costs significantly less and grants applications greater flexibility to employ application-specific patterns and optimizations. For a representative set of applications, Unum runs as much as 2x faster and costs 9x cheaper. © NSDI 2023.All rights reserved","","Application level; Compile time; Decentralised; Fine grained; High level applications; High-level programming; Intermediate representations; Programming interface; Reduce costs; Run-time library; Petroleum reservoir evaluation","USENIX Association","Amazon; et al.; Futurewei Technologies; Meta; NSF; USENIX Association","20th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2023","17 April 2023 through 19 April 2023","Boston","188341","Conference paper","Final","","Scopus","2-s2.0-85159335366"
"Yu M.; Cao T.; Wang W.; Chen R.","Yu, Minchen (57205201325); Cao, Tingjia (57284355300); Wang, Wei (57234263600); Chen, Ruichuan (23388102000)","57205201325; 57284355300; 57234263600; 23388102000","Following the Data, Not the Function: Rethinking Function Orchestration in Serverless Computing","2023","Proceedings of the 20th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2023","","","","1489","1504","15","36","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143252548&partnerID=40&md5=1f93269f9608e8499f6ea49bdcfa9add","Serverless applications are typically composed of function workflows in which multiple short-lived functions are triggered to exchange data in response to events or state changes. Current serverless platforms coordinate and trigger functions by following high-level invocation dependencies but are oblivious to the underlying data exchanges between functions. This design is neither efficient nor easy to use in orchestrating complex workflows - developers often have to manage complex function interactions by themselves, with customized implementation and unsatisfactory performance. In this paper, we argue that function orchestration should follow a data-centric approach. In our design, the platform provides a data bucket abstraction to hold the intermediate data generated by functions. Developers can use a rich set of data trigger primitives to control when and how the output of each function should be passed to the next functions in a workflow. By making data consumption explicit and allowing it to trigger functions and drive the workflow, complex function interactions can be easily and efficiently supported. We present Pheromone - a scalable, low-latency serverless platform following this data-centric design. Compared to well-established commercial and open-source platforms, Pheromone cuts the latencies of function interactions and data exchanges by orders of magnitude, scales to large workflows, and enables easy implementation of complex applications. © NSDI 2023.All rights reserved","","Digital storage; 'current; Complex functions; Complex workflows; Coordinate functions; Data-centric approaches; Low latency; Performance; States change; Trigger functions; Work-flows; Electronic data interchange","USENIX Association","Amazon; et al.; Futurewei Technologies; Meta; NSF; USENIX Association","20th USENIX Symposium on Networked Systems Design and Implementation, NSDI 2023","17 April 2023 through 19 April 2023","Boston","188341","Conference paper","Final","","Scopus","2-s2.0-85143252548"
"Li Z.; Cheng J.; Chen Q.; Guan E.; Bian Z.; Tao Y.; Zha B.; Wang Q.; Han W.; Guo M.","Li, Zijun (57278389100); Cheng, Jiagan (57393989800); Chen, Quan (36623232500); Guan, Eryu (57949460700); Bian, Zizheng (57209605096); Tao, Yi (57949222200); Zha, Bin (57948855200); Wang, Qiang (57949460800); Han, Weidong (57948735000); Guo, Minyi (7201564780)","57278389100; 57393989800; 36623232500; 57949460700; 57209605096; 57949222200; 57948855200; 57949460800; 57948735000; 7201564780","RunD: A Lightweight Secure Container Runtime for High-density Deployment and High-concurrency Startup in Serverless Computing","2022","Proceedings of the 2022 USENIX Annual Technical Conference, ATC 2022","","","","53","68","15","63","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140961990&partnerID=40&md5=d5cbdb16593cfd66ce2dee1888cb3b16","The secure container that hosts a single container in a micro virtual machine (VM) is now used in serverless computing, as the containers are isolated through the microVMs. There are high demands on the high-density container deployment and high-concurrency container startup to improve both the resource utilization and user experience, as user functions are fine-grained in serverless platforms. Our investigation shows that the entire software stacks, containing the cgroups in the host operating system, the guest operating system, and the container rootfs for the function workload, together result in low deployment density and slow startup performance at high-concurrency. We propose and implement a lightweight secure container runtime, named RunD, to resolve the above problems through a holistic guest-tohost solution. With RunD, over 200 secure containers can be started in a second, and over 2,500 secure containers can be deployed on a node with 384GB of memory. RunD is adopted as Alibaba serverless container runtime to support high-density deployment and high-concurrency startup. © 2022 USENIX Annual Technical Conference, ATC 2022.All rights reserved.","","Fine grained; Guest operating systems; High concurrencies; High demand; Resources utilizations; Runtimes; Software stacks; Start-up performance; Users' experiences","USENIX Association","Alibaba Group; Apple; et al.; PagerDuty; USENIX Association; VMware University Research Fund","2022 USENIX Annual Technical Conference, ATC 2022","11 July 2022 through 13 July 2022","Carlsbad","183226","Conference paper","Final","","Scopus","2-s2.0-85140961990"
