"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","Document Type","Publication Stage","Open Access","Source","EID"
"Carver B.; Zhang J.; Wang A.; Anwar A.; Wu P.; Cheng Y.","Carver, Benjamin (57215278740); Zhang, Jingyuan (57215280960); Wang, Ao (57215285001); Anwar, Ali (57197590735); Wu, Panruo (55277613300); Cheng, Yue (56022559100)","57215278740; 57215280960; 57215285001; 57197590735; 55277613300; 56022559100","Wukong: A scalable and locality-enhanced framework for serverless parallel computing","2020","SoCC 2020 - Proceedings of the 2020 ACM Symposium on Cloud Computing","","","","1","15","14","95","10.1145/3419111.3421286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095448759&doi=10.1145%2f3419111.3421286&partnerID=40&md5=2fc6b280089ad7bb8470b5e1fba5980d","Executing complex, burst-parallel, directed acyclic graph (DAG) jobs poses a major challenge for serverless execution frameworks, which will need to rapidly scale and schedule tasks at high throughput, while minimizing data movement across tasks. We demonstrate that, for serverless parallel computations, decentralized scheduling enables scheduling to be distributed across Lambda executors that can schedule tasks in parallel, and brings multiple benefits, including enhanced data locality, reduced network I/Os, automatic resource elasticity, and improved cost effectiveness. We describe the implementation and deployment of our new serverless parallel framework, called Wukong, on AWS Lambda. We show that Wukong achieves near-ideal scalability, executes parallel computation jobs up to 68.17X faster, reduces network I/O by multiple orders of magnitude, and achieves 92.96% tenant-side cost savings compared to numpywren.  © 2020 ACM.","","Cloud computing; Cost effectiveness; Directed graphs; Scheduling; Data movements; Decentralized scheduling; Directed acyclic graph (DAG); Execution framework; High throughput; Multiple orders; Parallel Computation; Parallel framework; Cost reduction","Association for Computing Machinery, Inc","ACM SIGMOD; ACM SIGOPS; Alibaba Group; aws; et al.; Microsoft","11th ACM Symposium on Cloud Computing, SoCC 2020","19 October 2020 through 21 October 2020","Virtual, Online","163871","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85095448759"
"Baarzi A.F.; Kesidis G.; Joe-Wong C.; Shahrad M.","Baarzi, Ataollah Fatahi (57218214304); Kesidis, George (7003540724); Joe-Wong, Carlee (47962256600); Shahrad, Mohammad (56943394900)","57218214304; 7003540724; 47962256600; 56943394900","On merits and viability of multi-cloud serverless","2021","SoCC 2021 - Proceedings of the 2021 ACM Symposium on Cloud Computing","","","","600","608","8","25","10.1145/3472883.3487002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119250537&doi=10.1145%2f3472883.3487002&partnerID=40&md5=429acd6f9ce91039dd3a4e858182bf06","Serverless computing is a rapidly growing paradigm in the cloud industry that envisions functions as the computational building blocks of an application. Instead of forcing the application developer to provision cloud resources for their application, the cloud provider provisions the required resources for each function ""under the hood.""In this work, we envision virtual serverless providers (VSPs) to aggregate serverless offerings. In doing so, VSPs allow developers (and businesses) to get rid of vendor lock-in problems and exploit pricing and performance variation across providers by adaptively utilizing the best provider at each time, forcing the providers to compete to offer cheaper and superior services. We discuss the merits of a VSP and show that serverless systems are well-suited to cross-provider aggregation, compared to virtual machines. We propose a VSP system architecture and implement an initial version. Using experimental evaluations, our preliminary results show that a VSP can improve maximum sustained throughput by 1.2x to 4.2x, reduces SLO violations by 98.8%, and improves the total invocations' costs by 54%.  © 2021 Association for Computing Machinery.","Cloud computing; Multi-cloud; Serverless","Application developers; Building blockes; Cloud providers; Cloud-computing; Forcings; Lock-in; Multi-clouds; Performance variations; Serverless; Serverless systems; Cloud computing","Association for Computing Machinery, Inc","ACM Special Interest Groups on Management of Data (ACM SIGMOD); ACM Special Interest Groups on Operating Systems (ACM SIGOPS); et al.; Exotanium; Microsoft; Salesforce","12th Annual ACM Symposium on Cloud Computing, SoCC 2021","1 November 2021 through 4 November 2021","Virtual, Online","173200","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85119250537"
"Cordingly R.; Heydari N.; Yu H.; Hoang V.; Sadeghi Z.; Lloyd W.","Cordingly, Robert (57220806485); Heydari, Navid (57223141628); Yu, Hanfei (57220804031); Hoang, Varik (57220804100); Sadeghi, Zohreh (57220805982); Lloyd, Wes (8537012400)","57220806485; 57223141628; 57220804031; 57220804100; 57220805982; 8537012400","Enhancing observability of serverless computing with the serverless application analytics framework","2021","ICPE 2021 - Companion of the ACM/SPEC International Conference on Performance Engineering","","","","161","164","3","10","10.1145/3447545.3451173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104969464&doi=10.1145%2f3447545.3451173&partnerID=40&md5=e3b56b9331b79f7e3e75dd8fcfced694","To improve the observability of workload performance, resource utilization, and infrastructure underlying serverless Function-as-a-Service (FaaS) platforms, we have developed the Serverless Application Analytics Framework (SAAF). SAAF provides a reusable framework supporting multiple programming languages that developers can leverage to inspect performance, resource utilization, scalability, and infrastructure metrics of function deployments to commercial and open-source FaaS platforms. To automate reproducible FaaS performance experiments, we provide the FaaS Runner as a multithreaded FaaS client. FaaS Runner provides a programmable client that can orchestrate over one thousand concurrent FaaS function calls. The ReportGenerator is then used to aggregate experiment output into CSV files for consumption by popular data analytics tools. SAAF and its supporting tools combined can assess forty-eight distinct metrics to enhance observability of serverless software deployments. In this tutorial paper, we describe SAAF and its supporting tools and provide examples of observability insights that can be derived. © 2021 Association for Computing Machinery.","","Computer software reusability; Data Analytics; Infrastructure as a service (IaaS); Open source software; Platform as a Service (PaaS); Analytics tools; Function calls; Multithreaded; Open sources; Performance experiment; Resource utilizations; Software deployment; Supporting tool; Observability","Association for Computing Machinery, Inc","ACM SIGMETRICS; ACM SIGSOFT; SPEC Research","2021 ACM/SPEC International Conference on Performance Engineering, ICPE 2021","19 April 2021 through 21 April 2021","Virtual, Online","168447","Conference paper","Final","","Scopus","2-s2.0-85104969464"
"Suresh A.; Gandhi A.","Suresh, Amoghvarsha (56161438700); Gandhi, Anshul (56744293000)","56161438700; 56744293000","FNSched: An efficient scheduler for serverless functions","2019","WOSC 2019 - Proceedings of the 2019 5th International Workshop on Serverless Computing, Part of Middleware 2019","","","","19","24","5","67","10.1145/3366623.3368136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078922442&doi=10.1145%2f3366623.3368136&partnerID=40&md5=68847dba229c4bab2960be8b3fe1f625","An imminent challenge in the serverless computing landscape is the escalating cost of infrastructure needed to handle the growing traffic at scale. This work presents FnSched, a function-level scheduler designed to minimize provider resource costs while meeting customer performance requirements. FnSched works by carefully regulating the resource usage of colocated functions on each invoker, and autoscaling capacity by concentrating load on few invokers in response to varying traffic. We implement a prototype of FnSched and show that, compared to existing baselines, FnSched significantly improves resource efficiency, by as much as 36%–55%, while providing acceptable application latency. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.","","Middleware; Autoscaling; Co-located; Escalating costs; Function levels; Performance requirements; Resource costs; Resource efficiencies; Resource usage; Scheduling","Association for Computing Machinery, Inc","ACM","5th International Workshop on Serverless Computing, WOSC 2019 - Part of Middleware 2019","9 December 2019 through 13 December 2019","Davis","156757","Conference paper","Final","","Scopus","2-s2.0-85078922442"
"Jia Z.; Witchel E.","Jia, Zhipeng (57209220014); Witchel, Emmett (22836994600)","57209220014; 22836994600","Boki: Stateful Serverless Computing with Shared Logs","2021","SOSP 2021 - Proceedings of the 28th ACM Symposium on Operating Systems Principles","","","","691","707","16","75","10.1145/3477132.3483541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119095022&doi=10.1145%2f3477132.3483541&partnerID=40&md5=0a523cc72994678f5b7a27032ba434e6","Boki is a new serverless runtime that exports a shared log API to serverless functions. Boki shared logs enable stateful serverless applications to manage their state with durability, consistency, and fault tolerance. Boki shared logs achieve high throughput and low latency. The key enabler is the metalog, a novel mechanism that allows Boki to address ordering, consistency and fault tolerance independently. The metalog orders shared log records with high throughput and it provides read consistency while allowing service providers to optimize the write and read path of the shared log in different ways. To demonstrate the value of shared logs for stateful serverless applications, we build Boki support libraries that implement fault-tolerant workflows, durable object storage, and message queues. Our evaluation shows that shared logs can speed up important serverless workloads by up to 4.7x. © 2021 Owner/Author.","consistency; function-as-a-service; Serverless computing; shared log","Consistency; Function-as-a-service; High-low; High-throughput; Low latency; Runtimes; Serverless computing; Service provider; Shared log; Support libraries; Fault tolerance","Association for Computing Machinery, Inc","ACM SIGOPS in cooperation with USENIX","28th ACM Symposium on Operating Systems Principles, SOSP 2021","26 October 2021 through 29 October 2021","Virtual, Online","173064","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85119095022"
"Goltzsche D.; Nieke M.; Knauth T.; Kapitza R.","Goltzsche, David (57194219156); Nieke, Manuel (57184241600); Knauth, Thomas (34868426600); Kapitza, Rüdiger (13408600800)","57194219156; 57184241600; 34868426600; 13408600800","Acctee: A WebAssembly-based Two-way Sandbox for Trusted Resource Accounting","2019","Middleware 2019 - Proceedings of the 2019 20th International Middleware Conference","","","","123","135","12","41","10.1145/3361525.3361541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078057952&doi=10.1145%2f3361525.3361541&partnerID=40&md5=aefcfb2e5a6e2b1f1c0494e7aacf8378","Remote computation has numerous use cases such as cloud computing, client-side web applications or volunteer computing. Typically, these computations are executed inside a sandboxed environment for two reasons: first, to isolate the execution in order to protect the host environment from unauthorised access, and second to control and restrict resource usage. Often, there is mutual distrust between entities providing the code and the ones executing it, owing to concerns over three potential problems: (i) loss of control over code and data by the providing entity, (ii) uncertainty of the integrity of the execution environment for customers, and (iii) a missing mutually trusted accounting of resource usage. In this paper we present AccTEE, a two-way sandbox that offers remote computation with resource accounting trusted by consumers and providers. AccTEE leverages two recent technologies: hardware-protected trusted execution environments, and WebAssembly, a novel platform independent byte-code format. We show how AccTEE uses automated code instrumentation for fine-grained resource accounting while maintaining confidentiality and integrity of code and data. Our evaluation of AccTEE in three scenarios – volunteer computing, serverless computing, and pay-by-computation for the web – shows a maximum accounting overhead of 10%. © 2019 Association for Computing Machinery.","Intel SGX; Resource Accounting; Sandbox; Trusted Computing; WebAssembly","Middleware; Trusted computing; Execution environments; Intel SGX; Platform independent; Remote computations; Resource accountings; Sandbox; Trusted execution environments; WebAssembly; Codes (symbols)","Association for Computing Machinery, Inc","et al.; Hewlett-Packard Enterprise; NSF; Raytheon BBN Technologies; rti; SIEMENS","20th ACM/IFIP/USENIX Middleware Conference, Middleware 2019","9 December 2019 through 13 December 2019","Davis","156194","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85078057952"
"Silva P.; Fireman D.; Pereira T.E.","Silva, Paulo (57225842239); Fireman, Daniel (15135510600); Pereira, Thiago Emmanuel (56048383500)","57225842239; 15135510600; 56048383500","Prebaking functions to warm the serverless cold start","2020","Middleware 2020 - Proceedings of the 2020 21st International Middleware Conference","","","","1","13","12","90","10.1145/3423211.3425682","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098482026&doi=10.1145%2f3423211.3425682&partnerID=40&md5=a504f228433628dd70e0d3a74365fdba","Function-as-service (FaaS) platforms promise a simpler programming model for cloud computing, in which the developers concentrate on writing its applications. In contrast, platform providers take care of resource management and administration. As FaaS users are billed based on the execution of the functions, platform providers have a natural incentive not to keep idle resources running at the platform's expense. However, this strategy may lead to the cold start issue, in which the execution of a function is delayed because there is no ready resource to host the execution. Cold starts can take hundreds of milliseconds to seconds and have been a prohibitive and painful disadvantage for some applications. This work describes and evaluates a technique to start functions, which restores snapshots from previously executed function processes. We developed a prototype of this technique based on the CRIU process checkpoint/restore Linux tool. We evaluate this prototype by running experiments that compare its start-up time against the standard Unix process creation/start-up procedure. We analyze the following three functions: i) a ""do-nothing"" function, ii) an Image Resizer function, and iii) a function that renders Markdown files. The results attained indicate that the technique can improve the start-up time of function replicas by 40% (in the worst case of a ""do-nothing"" function) and up to 71% for the Image Resizer one. Further analysis indicates that the runtime initialization is a key factor, and we confirmed it by performing a sensitivity analysis based on synthetically generated functions of different code sizes. These experiments demonstrate that it is critical to decide when to create a snapshot of a function. When one creates the snapshots of warm functions, the speed-up achieved by the prebaking technique is even higher: the speed-up increases from 127.45% to 403.96%, for a small, synthetic function; and for a bigger, synthetic function, this ratio increases from 121.07% to 1932.49%. © 2020 Association for Computing Machinery.","Cloud; Faas; Performance evaluation; Serverless","Computer operating systems; Image enhancement; Sensitivity analysis; Cold start; Generated function; ITS applications; Key factors; Process creation; Programming models; Resource management; Startup time; Middleware","Association for Computing Machinery, Inc","Association for Computing Machinery (ACM); IFIP; TU Delft; USENIX","21st International Middleware Conference, Middleware 2020","7 December 2020 through 11 December 2020","Virtual, Online","165666","Conference paper","Final","","Scopus","2-s2.0-85098482026"
"Hunhoff E.; Irshad S.; Thurimella V.; Tariq A.; Rozner E.","Hunhoff, Erika (57221159427); Irshad, Shazal (57215839238); Thurimella, Vijay (57221157850); Tariq, Ali (57219773187); Rozner, Eric (24281956100)","57221159427; 57215839238; 57221157850; 57219773187; 24281956100","Proactive Serverless Function Resource Management","2020","WOSC 2020 - Proceedings of the 2020 6th International Workshop on Serverless Computing, Part of Middleware 2020","","","","61","66","5","14","10.1145/3429880.3430102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099584821&doi=10.1145%2f3429880.3430102&partnerID=40&md5=e10db9600fb066f60e1c86182e293942","This paper introduces a new primitive to serverless language runtimes called freshen. With freshen, developers or providers specify functionality to perform before a given function executes. This proactive technique allows for overheads associated with serverless functions to be mitigated at execution time, which improves function responsiveness. We show various predictive opportunities exist to run freshen within reasonable time windows. A high-level design and implementation are described, along with preliminary results to show the potential benefits of our scheme.  © 2020 ACM.","Resource Management; Serverless Computing","Natural resources management; Design and implementations; High-level design; Language runtimes; Potential benefits; Resource management; Serverless computing; Time windows; Resource allocation","Association for Computing Machinery, Inc","ACM","6th International Workshop on Serverless Computing, WOSC 2020 - Part of Middleware 2020","7 December 2020 through 11 December 2020","Virtual, Online","166193","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85099584821"
"Yadav P.; Salwala D.; Sudharsan B.; Curry E.","Yadav, Piyush (57216831316); Salwala, Dhaval (57215659410); Sudharsan, Bharath (57215272471); Curry, Edward (12790805000)","57216831316; 57215659410; 57215272471; 12790805000","GNOSIS-query-driven multimodal event processing for unstructured data streams","2021","Middleware 2021 Demos and Posters - Proceedings of the 2021 International Middleware Conference Demos and Posters","","","","16","17","1","0","10.1145/3491086.3492475","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121423280&doi=10.1145%2f3491086.3492475&partnerID=40&md5=c8c63be2af6069c82bafffeefcf221e4","This paper presents GNOSIS, an event processing engine to detect complex event patterns over multimodal data streams. GNOSIS follows a query-driven approach where users can write complex event queries using Multimodal Event Processing Language (MEPL). The system models incoming multimodal data into an evolving Multimodal Event Knowledge Graph (MEKG) using an ensemble of deep neural network (DNN) and machine learning (ML) models and applies a neuro-symbolic approach for event matching. GNOSIS follows a serverless paradigm where its different components act as independent microservices and can be deployed across different nodes with optimized edge support. The paper demonstrates two multimodal use case queries from Occupational Health and Safety and Accessibility domain.  © 2021 Owner/Author.","event processing; event queries; multimodal","Complex networks; Data handling; Industrial hygiene; Knowledge graph; Complex events; Data stream; Event pattern; Event Processing; Event query; Event-processing engine; Multi-modal; Multimodal data streams; Query-driven approach; Unstructured data; Deep neural networks","Association for Computing Machinery, Inc","ACM; ETS; University Laval","22nd International Middleware Conference, Middleware 2021","6 December 2021 through 10 December 2021","Virtual, Online","175055","Conference paper","Final","","Scopus","2-s2.0-85121423280"
"Ginzburg S.; Freedman M.J.","Ginzburg, Samuel (57221613382); Freedman, Michael J. (8655839500)","57221613382; 8655839500","Serverless Isn't Server-Less: Measuring and Exploiting Resource Variability on Cloud FaaS Platforms","2020","WOSC 2020 - Proceedings of the 2020 6th International Workshop on Serverless Computing, Part of Middleware 2020","","","","43","48","5","21","10.1145/3429880.3430099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099607225&doi=10.1145%2f3429880.3430099&partnerID=40&md5=9f92f24b55a5d8c444b53772261f0413","Serverless computing in the cloud, or functions as a service (FaaS), poses new and unique systems design challenges. Serverless offers improved programmability for customers, yet at the cost of increased design complexity for cloud providers. One such challenge is effective and consistent resource management for serverless platforms, the implications of which we explore in this paper. In this paper, we conduct one of the first detailed in situ measurement studies of performance variability in AWS Lambda. We show that the observed variations in performance are not only significant, but stable enough to exploit. We then design and evaluate an end-to-end system that takes advantage of this resource variability to exploit the FaaS consumption-based pricing model, in which functions are charged based on their fine-grain execution time rather than actual low-level resource consumption. By using both light-weight resource probing and function execution times to identify attractive servers in serverless platforms, customers of FaaS services can cause their functions to execute on better performing servers and realize a cost savings of up to 13% in the same AWS region.  © 2020 ACM.","","Cloud providers; Design challenges; Design complexity; In-situ measurement; Lambda's; Measurement study; Performance; Performance variability; Programmability; Resource management; Costs","Association for Computing Machinery, Inc","ACM","6th International Workshop on Serverless Computing, WOSC 2020 - Part of Middleware 2020","7 December 2020 through 11 December 2020","Virtual, Online","166193","Conference paper","Final","","Scopus","2-s2.0-85099607225"
"Ustiugov D.; Petrov P.; Kogias M.; Bugnion E.; Grot B.","Ustiugov, Dmitrii (57211122881); Petrov, Plamen (57219259797); Kogias, Marios (57200567467); Bugnion, Edouard (6602775973); Grot, Boris (25926414600)","57211122881; 57219259797; 57200567467; 6602775973; 25926414600","Benchmarking, analysis, and optimization of serverless function snapshots","2021","International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","","","","559","572","13","143","10.1145/3445814.3446714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104742254&doi=10.1145%2f3445814.3446714&partnerID=40&md5=800ccb44f1a173c0eaa41a3d8025deee","Serverless computing has seen rapid adoption due to its high scalability and flexible, pay-as-you-go billing model. In serverless, developers structure their services as a collection of functions, sporadically invoked by various events like clicks. High inter-arrival time variability of function invocations motivates the providers to start new function instances upon each invocation, leading to significant cold-start delays that degrade user experience. To reduce cold-start latency, the industry has turned to snapshotting, whereby an image of a fully-booted function is stored on disk, enabling a faster invocation compared to booting a function from scratch. This work introduces vHive, an open-source framework for serverless experimentation with the goal of enabling researchers to study and innovate across the entire serverless stack. Using vHive, we characterize a state-of-the-art snapshot-based serverless infrastructure, based on industry-leading Containerd orchestration framework and Firecracker hypervisor technologies. We find that the execution time of a function started from a snapshot is 95% higher, on average, than when the same function is memory-resident. We show that the high latency is attributable to frequent page faults as the function's state is brought from disk into guest memory one page at a time. Our analysis further reveals that functions access the same stable working set of pages across different invocations of the same function. By leveraging this insight, we build REAP, a light-weight software mechanism for serverless hosts that records functions' stable working set of guest memory pages and proactively prefetches it from disk into memory. Compared to baseline snapshotting, REAP slashes the cold-start delays by 3.7x, on average. © 2021 ACM.","cloud computing; datacenters; serverless; snapshots; virtualization","User experience; High scalabilities; Inter-arrival time; Memory-resident; New functions; Open source frameworks; Pay as you go; Software mechanisms; State of the art; Open source software","Association for Computing Machinery","ACM SIGARCH; ACM SIGOPS; ACM SIGPLAN","26th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, ASPLOS 2021","19 April 2021 through 23 April 2021","Virtual, Online","168445","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85104742254"
"Spillner J.","Spillner, Josef (14042825100)","14042825100","Resource Management for Cloud Functions with Memory Tracing, Profiling and Autotuning","2020","WOSC 2020 - Proceedings of the 2020 6th International Workshop on Serverless Computing, Part of Middleware 2020","","","","13","18","5","10","10.1145/3429880.3430094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099592865&doi=10.1145%2f3429880.3430094&partnerID=40&md5=67a2e9d1b2e934f020fae7c97da37f70","Application software provisioning evolved from monolithic designs towards differently designed abstractions including serverless applications. The promise of that abstraction is that developers are free from infrastructural concerns such as instance activation and autoscaling. Today's serverless architectures based on FaaS are however still exposing developers to explicit low-level decisions about the amount of memory to allocate for the respective cloud functions. In many cases, guesswork and ad-hoc decisions determine the values a developer will put into the configuration. We contribute tools to measure the memory consumption of a function in various Docker, OpenFaaS and GCF/GCR configurations over time and to create trace profiles that advanced FaaS engines can use to autotune memory dynamically. Moreover, we explain how pricing forecasts can be performed by connecting these traces with a FaaS characteristics knowledge base.  © 2020 ACM.","models; serverless computing; vertical scaling","Abstracting; Economics; Knowledge based systems; Architecture-based; Autoscaling; Autotuning; Memory consumption; Memory tracing; Monolithic design; Resource management; Serverless architecture; Serverless computing; Vertical scaling; Application programs","Association for Computing Machinery, Inc","ACM","6th International Workshop on Serverless Computing, WOSC 2020 - Part of Middleware 2020","7 December 2020 through 11 December 2020","Virtual, Online","166193","Conference paper","Final","","Scopus","2-s2.0-85099592865"
"Nikolos O.L.; Papazafeiropoulos K.; Psomadakis S.; Nanos A.; Koziris N.","Nikolos, Orestis Lagkas (57214123698); Papazafeiropoulos, Konstantinos (57195336784); Psomadakis, Stratos (55830537900); Nanos, Anastassios (24766961900); Koziris, Nectarios (6701648998)","57214123698; 57195336784; 55830537900; 24766961900; 6701648998","Extending storage support for unikernel containers","2019","WOSC 2019 - Proceedings of the 2019 5th International Workshop on Serverless Computing, Part of Middleware 2019","","","","31","36","5","3","10.1145/3366623.3368138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078887217&doi=10.1145%2f3366623.3368138&partnerID=40&md5=06feb9009d9d8b5e34ba53709ff236c1","In recent years, the rapid adoption of the serverless computing paradigm has led to the proliferation of Function-as-a-Service computing frameworks. The majority of these frameworks utilize containers, a lightweight operating system virtualization technique, to ensure isolated function execution. Unikernels, which package applications within a single-address space library operating system, have been proposed as an alternative function isolation mechanism, which offers stronger isolation guarantees without suffering the performance penalties of full hardware virtualization. However, due to different storage semantics between containers and unikernels, the state-of-the-art approaches for using unikernels in place of containers result in decreased performance, inefficient resource utilization and limited functionality. In this paper we bridge the storage gap between containers and unikernels in the context of serverless computing. First, we examine and categorize the storage requirements for building and running functions based on unikernels. Based on these requirements, we design and prototype a framework, which extends the Docker storage layer to support unikernel images. Our framework enables the sharing of common read-only unikernel image layers between functions and moves the unikernel image building overhead away from the critical path of function execution. We show that our framework improves function instantiation times while reducing storage space overhead. © 2019 Association for Computing Machinery.","Cloud computing; Container storage; Containers; Unikernels; Virtualization","Cloud computing; Middleware; Semantics; Virtual reality; Virtualization; Computing paradigm; Hardware virtualization; Performance penalties; Resource utilizations; State-of-the-art approach; Storage requirements; System virtualization; Unikernels; Containers","Association for Computing Machinery, Inc","ACM","5th International Workshop on Serverless Computing, WOSC 2019 - Part of Middleware 2019","9 December 2019 through 13 December 2019","Davis","156757","Conference paper","Final","","Scopus","2-s2.0-85078887217"
"Skluzacek T.J.; Chard R.; Wong R.; Li Z.; Babuji Y.N.; Ward L.; Blaiszik B.; Chard K.; Foster I.","Skluzacek, Tyler J. (57193628652); Chard, Ryan (55588066400); Wong, Ryan (57215290441); Li, Zhuozhao (56275944000); Babuji, Yadu N. (57193607019); Ward, Logan (55556371700); Blaiszik, Ben (15043808100); Chard, Kyle (9132950200); Foster, Ian (35572232000)","57193628652; 55588066400; 57215290441; 56275944000; 57193607019; 55556371700; 15043808100; 9132950200; 35572232000","Serverless workflows for indexing large scientific data","2019","WOSC 2019 - Proceedings of the 2019 5th International Workshop on Serverless Computing, Part of Middleware 2019","","","","43","48","5","14","10.1145/3366623.3368140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078230642&doi=10.1145%2f3366623.3368140&partnerID=40&md5=714ad3b53fde2970078a438aa5afbcc0","The use and reuse of scientific data is ultimately dependent on the ability to understand what those data represent, how they were captured, and how they can be used. In many ways, data are only as useful as the metadata available to describe them. Unfortunately, due to growing data volumes, large and distributed collaborations, and a desire to store data for long periods of time, scientific “data lakes” quickly become disorganized and lack the metadata necessary to be useful to researchers. New automated approaches are needed to derive metadata from scientific files and to use these metadata for organization and discovery. Here we describe one such system, Xtract, a service capable of processing vast collections of scientific files and automatically extracting metadata from diverse file types. Xtract relies on function as a service models to enable scalable metadata extraction by orchestrating the execution of many, short-running extractor functions. To reduce data transfer costs, Xtract can be configured to deploy extractors centrally or near to the data (i.e., at the edge). We present a prototype implementation of Xtract and demonstrate that it can derive metadata from a 7 TB scientific data repository. © 2019 Association for Computing Machinery.","Data lakes; File systems; Materials science; Metadata extraction; Serverless","Data transfer; Extraction; Lakes; Materials science; Metadata; Middleware; Automated approach; Distributed collaboration; File systems; Meta-data extractions; Prototype implementations; Scientific data; Serverless; Service Model; Data mining","Association for Computing Machinery, Inc","ACM","5th International Workshop on Serverless Computing, WOSC 2019 - Part of Middleware 2019","9 December 2019 through 13 December 2019","Davis","156757","Conference paper","Final","","Scopus","2-s2.0-85078230642"
"Skluzacek T.J.","Skluzacek, Tyler J. (57193628652)","57193628652","Dredging a data lake: Decentralized metadata extraction","2019","Middleware 2019 - Proceedings of the 2019 20th International Middleware Conference Doctoral Symposium, Part of Middleware 2019","","","","51","53","2","6","10.1145/3366624.3368170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078240684&doi=10.1145%2f3366624.3368170&partnerID=40&md5=f3b50623ca2e06a8367bf17c84df9aa7","The rapid generation of data from distributed IoT devices, scientific instruments, and compute clusters presents unique data management challenges. The influx of large, heterogeneous, and complex data causes repositories to become siloed or generally unsearchable-both problems not currently well-addressed by distributed file systems. In this work, we propose Xtract, a serverless middleware to extract metadata from files spread across heterogeneous edge computing resources. In my future work, we intend to study how Xtract can automatically construct file extraction workflows subject to users' cost, time, security, and compute allocation constraints. To this end, Xtract will enable the creation of a searchable centralized index across distributed data collections. © 2019 Association for Computing Machinery.","Data lakes; File systems; Metadata extraction; Serverless","Extraction; File organization; Information management; Lakes; Metadata; Middleware; Computing resource; Data management challenges; Distributed file systems; File systems; Meta-data extractions; Rapid generations; Scientific instrument; Serverless; Data mining","Association for Computing Machinery, Inc","ACM","20th International Middleware Conference Doctoral Symposium, Middleware 2019, Part of Middleware 2019","9 December 2019 through 13 December 2019","Davis","156196","Conference paper","Final","","Scopus","2-s2.0-85078240684"
